"AF009630.1 Lactococcus phage bIL170, complete genome","AF011378.1 Lactococcus phage SK1, complete genome","DQ054536.1 Lactococcus phage P008, complete genome","DQ227763.1 Lactococcus phage 712, complete genome","EU221285.1 Lactococcus phage bIBB29, complete genome","FJ848881.1 Lactococcus phage SL4, complete genome","FJ848882.1 Lactococcus phage CB13, complete genome","FJ848883.1 Lactococcus phage CB14, complete genome","FJ848884.1 Lactococcus phage CB19, complete genome","JQ740787.1 Lactococcus phage ASCC191, complete genome","JQ740788.1 Lactococcus phage ASCC273, complete genome","JQ740789.1 Lactococcus phage ASCC281, complete genome","JQ740804.1 Lactococcus phage ASCC465, complete genome","JQ740813.1 Lactococcus phage ASCC532, complete genome","KC182542.1 Lactococcus phage 340, complete genome","KC182544.1 Lactococcus phage 936, complete genome","KC182545.1 Lactococcus phage fd13, complete genome","KC182546.1 Lactococcus phage jm2, complete genome","KC182547.1 Lactococcus phage jm3, complete genome","KC182549.1 Lactococcus lactis phage p272, complete genome","KC182550.1 Lactococcus lactis phage P475, complete genome","KC182551.1 Lactococcus phage P680, complete genome","KC182552.1 Lactococcus phage phi7, complete genome","KC522412.1 Lactococcus phage CaseusJM1, complete genome","KM091442.1 Lactococcus phage phi15, complete genome","KM091444.1 Lactococcus phage phi145, complete genome","KP793102.1 Lactococcus phage 936 group phage PhiA.16, complete genome","KP793104.1 Lactococcus phage 936 group phage PhiB1127, complete genome","KP793105.1 Lactococcus phage 936 group phage Phi19.3, complete genome","KP793108.1 Lactococcus phage 936 group phage Phi5.12, complete genome","KP793118.1 Lactococcus phage 936 group phage PhiF0139, complete genome","KP793120.1 Lactococcus phage 936 group phage PhiL.18, complete genome","KP793121.1 Lactococcus phage 936 group phage Phi109, complete genome","KP793122.1 Lactococcus phage 936 group phage PhiL.6, complete genome","KP793123.1 Lactococcus phage 936 group phage Phi4.2, complete genome","KP793124.1 Lactococcus phage 936 group phage Phi44, complete genome","KP793125.1 Lactococcus phage 936 group phage Phi91127, complete genome","KP793129.1 Lactococcus phage 936 group phage PhiJF1, complete genome","KP793130.1 Lactococcus phage 936 group phage Phi155, complete genome","KP793131.1 Lactococcus phage 936 group phage PhiE1127, complete genome","KP793132.1 Lactococcus phage 936 group phage PhiM1127, complete genome","KP793133.1 Lactococcus phage 936 group phage PhiLj, complete genome","KP793134.1 Lactococcus phage 936 group phage PhiS0139, complete genome","KX346249.1 Lactococcus phage 16W23, complete genome","KX379664.1 Lactococcus phage 10W18, complete genome","KX379665.1 Lactococcus phage i0139, complete genome","KX379666.1 Lactococcus phage 3R16S, complete genome","KX379671.1 Lactococcus phage 13W11L, complete genome","KY554761.1 Lactococcus phage R31, complete genome","MF448554.1 Lactococcus phage 05601, complete genome","MF448555.1 Lactococcus phage 16802, complete genome","MF448556.1 Lactococcus phage 30804, complete genome","MF448557.1 Lactococcus phage 37201, complete genome","MF448558.1 Lactococcus phage 38503, complete genome","MF448559.1 Lactococcus phage 38507, complete genome","MF448560.1 Lactococcus phage 51701, complete genome","MF448561.1 Lactococcus phage 56003, complete genome","MF448562.1 Lactococcus phage 56301, complete genome","MF448563.1 Lactococcus phage 57001, complete genome","MF448564.1 Lactococcus phage 62601, complete genome","MF448565.1 Lactococcus phage 62605, complete genome","MF448566.1 Lactococcus phage 63302, complete genome","MF448567.1 Lactococcus phage 66901, complete genome","MF448568.1 Lactococcus phage 79201, complete genome","MF448569.1 Lactococcus phage 88605, complete genome","MF448570.1 Lactococcus phage 96401, complete genome","MF448571.1 Lactococcus phage 96403, complete genome","MF448572.1 Lactococcus phage 96603, complete genome","MF775669.1 Lactococcus phage LP8511, complete genome","MF775676.1 Lactococcus phage LP9207, complete genome","MF775678.1 Lactococcus phage LP9404, complete genome","MF775682.1 Lactococcus phage LP9609, complete genome","MF775685.1 Lactococcus phage LP9903, complete genome","MF775686.1 Lactococcus phage LP9908, complete genome","MF775693.1 Lactococcus phage LP0209, complete genome","MF775698.1 Lactococcus phage LP0903, complete genome","MF775703.1 Lactococcus phage LP1502a, complete genome","MG253647.1 Lactococcus phage vB_Llc_bIBB5g1, complete genome","MG253652.1 Lactococcus phage vB_Llc_bIBBF12, complete genome","MG779474.1 Lactococcus phage MP1, complete genome","MK301438.1 Lactococcus phage 8V08, complete genome","MK301440.1 Lactococcus phage MV10L, complete genome","MN552148.1 Lactococcus phage P1532, complete genome","MN552149.1 Lactococcus phage P656, complete genome","MN552150.1 Lactococcus phage P4565, complete genome","MN689514.1 Lactococcus phage CHPC129, complete genome","MN689517.1 Lactococcus phage CHPC361, complete genome","MN689518.1 Lactococcus phage CHPC362, complete genome","MN689519.1 Lactococcus phage CHPC52, complete genome","MN689520.1 Lactococcus phage CHPC781, complete genome","MN689522.1 Lactococcus phage CHPC958, complete genome","MN689523.1 Lactococcus phage CHPC959, complete genome","MN689524.1 Lactococcus phage CHPC964, complete genome","MN689525.1 Lactococcus phage CHPC965, complete genome"
0.116,0.104,0.114,0.082,0.112,0.148,0.138,0.098,0.1,0.128,0.128,0.1,0.098,0.094,0.134,0.126,0.124,0.128,0.126,0.092,0.108,0.134,0.108,0.126,1.0,0.098,0.102,0.13,0.582,0.116,0.114,0.098,0.102,0.11,0.138,0.902,0.096,0.112,0.096,0.098,0.086,0.126,0.148,0.104,0.104,0.114,0.118,0.618,0.124,0.082,0.13,0.094,0.128,0.084,0.104,0.148,0.118,0.068,0.1,0.098,0.096,0.1,0.09,0.124,0.118,0.124,0.104,0.104,0.16,0.13,0.136,0.134,0.136,0.13,0.122,0.112,0.102,0.108,0.114,0.1,0.098,0.096,0.126,0.146,0.092,0.102,0.102,0.14,0.07,0.156,0.092,0.126,0.116,0.112
0.112,0.084,0.116,0.076,0.098,0.118,0.146,0.112,0.118,0.09,0.09,0.11,0.102,0.09,0.11,0.092,0.11,0.072,0.098,0.11,0.14,0.146,0.086,0.104,0.098,1.0,0.116,0.09,0.11,0.076,0.098,0.592,0.826,0.26,0.102,0.102,0.606,0.092,0.546,0.49,0.548,0.142,0.094,0.362,0.096,0.108,0.106,0.12,0.102,0.06,0.094,0.124,0.12,0.088,0.086,0.1,0.116,0.072,0.096,0.074,0.088,0.1,0.106,0.082,0.074,0.128,0.104,0.09,0.07,0.096,0.1,0.08,0.078,0.072,0.076,0.068,0.112,0.102,0.102,0.564,0.492,0.552,0.114,0.12,0.106,0.082,0.082,0.086,0.08,0.098,0.09,0.102,0.09,0.078
0.094,0.062,0.09,0.064,0.074,0.104,0.12,0.112,0.128,0.11,0.096,0.082,0.084,0.07,0.106,0.068,0.12,0.096,0.09,0.072,0.08,0.14,0.082,0.102,0.102,0.116,1.0,0.11,0.118,0.078,0.122,0.116,0.12,0.092,0.09,0.108,0.126,0.114,0.138,0.102,0.112,0.722,0.116,0.092,0.102,0.106,0.094,0.118,0.14,0.044,0.138,0.072,0.094,0.076,0.074,0.106,0.082,0.052,0.078,0.068,0.058,0.106,0.1,0.108,0.094,0.116,0.084,0.074,0.092,0.108,0.11,0.088,0.086,0.082,0.096,0.102,0.118,0.072,0.084,0.132,0.14,0.11,0.16,0.112,0.112,0.066,0.094,0.092,0.07,0.08,0.048,0.074,0.088,0.088
0.09,0.074,0.09,0.076,0.09,0.094,0.142,0.09,0.112,0.108,0.09,0.08,0.09,0.086,0.098,0.076,0.11,0.1,0.088,0.078,0.11,0.108,0.102,0.124,0.13,0.09,0.11,1.0,0.134,0.072,0.112,0.092,0.102,0.102,0.108,0.128,0.106,0.114,0.09,0.09,0.09,0.106,0.128,0.104,0.11,0.116,0.1,0.126,0.148,0.082,0.114,0.074,0.138,0.09,0.084,0.108,0.122,0.064,0.074,0.086,0.078,0.098,0.078,0.12,0.096,0.12,0.096,0.074,0.134,0.134,0.138,0.12,0.12,0.122,0.116,0.114,0.104,0.08,0.09,0.108,0.1,0.098,0.13,0.148,0.116,0.08,0.118,0.116,0.066,0.098,0.074,0.086,0.086,0.12
0.144,0.11,0.126,0.086,0.112,0.136,0.156,0.116,0.12,0.136,0.142,0.118,0.112,0.114,0.14,0.128,0.152,0.162,0.106,0.106,0.13,0.126,0.112,0.124,0.582,0.11,0.118,0.134,1.0,0.12,0.14,0.112,0.122,0.114,0.134,0.576,0.118,0.136,0.1,0.108,0.094,0.144,0.156,0.11,0.128,0.118,0.156,0.774,0.12,0.09,0.126,0.104,0.116,0.076,0.104,0.138,0.134,0.066,0.112,0.106,0.106,0.09,0.106,0.136,0.11,0.13,0.116,0.104,0.156,0.136,0.148,0.138,0.14,0.128,0.124,0.108,0.116,0.11,0.114,0.106,0.106,0.106,0.126,0.156,0.094,0.106,0.11,0.128,0.08,0.158,0.11,0.122,0.122,0.108
0.136,0.094,0.126,0.088,0.086,0.114,0.112,0.12,0.108,0.116,0.116,0.104,0.108,0.09,0.102,0.086,0.13,0.112,0.12,0.096,0.098,0.086,0.144,0.102,0.116,0.076,0.078,0.072,0.12,1.0,0.084,0.078,0.078,0.092,0.098,0.12,0.08,0.086,0.064,0.086,0.07,0.08,0.106,0.09,0.082,0.078,0.094,0.128,0.11,0.072,0.1,0.102,0.11,0.076,0.072,0.12,0.108,0.07,0.092,0.082,0.082,0.084,0.114,0.092,0.092,0.074,0.108,0.078,0.172,0.158,0.14,0.14,0.146,0.14,0.138,0.12,0.074,0.086,0.096,0.07,0.076,0.074,0.088,0.098,0.1,0.092,0.108,0.112,0.084,0.096,0.098,0.12,0.1,0.1
0.106,0.106,0.098,0.064,0.084,0.136,0.13,0.094,0.118,0.116,0.126,0.102,0.104,0.092,0.112,0.1,0.262,0.11,0.122,0.078,0.106,0.104,0.142,0.174,0.114,0.098,0.122,0.112,0.14,0.084,1.0,0.092,0.094,0.09,0.124,0.116,0.104,0.622,0.104,0.074,0.096,0.136,0.162,0.084,0.112,0.112,0.126,0.134,0.12,0.058,0.112,0.096,0.124,0.072,0.09,0.112,0.104,0.066,0.146,0.074,0.098,0.12,0.088,0.144,0.092,0.094,0.11,0.134,0.112,0.128,0.13,0.116,0.112,0.112,0.112,0.108,0.122,0.084,0.082,0.094,0.094,0.082,0.146,0.122,0.116,0.068,0.126,0.128,0.096,0.174,0.084,0.106,0.144,0.12
0.11,0.076,0.118,0.072,0.104,0.1,0.128,0.1,0.114,0.086,0.096,0.104,0.106,0.088,0.116,0.086,0.108,0.078,0.088,0.104,0.116,0.14,0.088,0.086,0.098,0.592,0.116,0.092,0.112,0.078,0.092,1.0,0.588,0.274,0.096,0.102,0.654,0.102,0.58,0.558,0.59,0.12,0.11,0.364,0.106,0.102,0.108,0.118,0.11,0.066,0.1,0.094,0.1,0.074,0.074,0.094,0.108,0.06,0.088,0.07,0.082,0.086,0.106,0.084,0.082,0.116,0.098,0.088,0.076,0.086,0.088,0.082,0.078,0.074,0.078,0.072,0.11,0.104,0.1,0.546,0.588,0.654,0.114,0.122,0.112,0.09,0.084,0.084,0.084,0.092,0.09,0.09,0.072,0.068
0.124,0.08,0.124,0.074,0.114,0.126,0.134,0.102,0.126,0.096,0.102,0.12,0.11,0.1,0.124,0.086,0.112,0.076,0.086,0.112,0.138,0.15,0.102,0.106,0.102,0.826,0.12,0.102,0.122,0.078,0.094,0.588,1.0,0.292,0.096,0.106,0.64,0.11,0.546,0.502,0.512,0.138,0.108,0.402,0.104,0.106,0.108,0.132,0.116,0.068,0.1,0.112,0.102,0.08,0.076,0.102,0.132,0.064,0.102,0.08,0.09,0.102,0.106,0.084,0.07,0.142,0.1,0.086,0.074,0.098,0.1,0.086,0.086,0.078,0.08,0.078,0.128,0.108,0.116,0.62,0.526,0.572,0.126,0.13,0.124,0.086,0.074,0.096,0.08,0.106,0.098,0.094,0.09,0.078
0.15,0.076,0.152,0.07,0.122,0.118,0.116,0.098,0.112,0.104,0.11,0.096,0.1,0.09,0.122,0.084,0.12,0.086,0.104,0.124,0.142,0.136,0.102,0.11,0.11,0.26,0.092,0.102,0.114,0.092,0.09,0.274,0.292,1.0,0.106,0.112,0.29,0.096,0.25,0.274,0.278,0.092,0.096,0.516,0.12,0.086,0.114,0.118,0.098,0.074,0.094,0.094,0.092,0.08,0.084,0.084,0.12,0.088,0.094,0.086,0.09,0.096,0.08,0.098,0.08,0.114,0.084,0.076,0.088,0.112,0.1,0.092,0.094,0.086,0.082,0.092,0.122,0.118,0.118,0.288,0.268,0.256,0.102,0.102,0.106,0.106,0.084,0.088,0.072,0.084,0.106,0.092,0.078,0.088
0.116,0.096,0.094,0.068,0.106,0.156,0.15,0.122,0.128,0.112,0.118,0.096,0.1,0.094,0.098,0.112,0.122,0.106,0.11,0.08,0.098,0.106,0.132,0.112,0.138,0.102,0.09,0.108,0.134,0.098,0.124,0.096,0.096,0.106,1.0,0.132,0.09,0.122,0.094,0.092,0.09,0.106,0.1,0.094,0.082,0.114,0.09,0.134,0.124,0.056,0.116,0.094,0.142,0.082,0.094,0.114,0.092,0.068,0.118,0.088,0.074,0.11,0.094,0.086,0.084,0.128,0.102,0.104,0.126,0.126,0.134,0.132,0.138,0.128,0.112,0.124,0.11,0.108,0.084,0.094,0.082,0.084,0.112,0.114,0.088,0.092,0.108,0.118,0.078,0.12,0.108,0.096,0.108,0.12
0.122,0.108,0.122,0.09,0.112,0.138,0.136,0.1,0.102,0.126,0.13,0.106,0.102,0.096,0.136,0.128,0.126,0.128,0.128,0.094,0.114,0.132,0.114,0.128,0.902,0.102,0.108,0.128,0.576,0.12,0.116,0.102,0.106,0.112,0.132,1.0,0.102,0.112,0.098,0.098,0.086,0.134,0.15,0.102,0.108,0.114,0.124,0.618,0.138,0.086,0.128,0.096,0.13,0.086,0.106,0.142,0.118,0.068,0.098,0.1,0.098,0.098,0.084,0.13,0.114,0.12,0.102,0.102,0.16,0.134,0.14,0.144,0.144,0.134,0.126,0.112,0.106,0.108,0.116,0.102,0.098,0.094,0.13,0.148,0.1,0.106,0.102,0.144,0.074,0.16,0.094,0.12,0.118,0.116
0.112,0.072,0.114,0.07,0.106,0.106,0.134,0.09,0.112,0.088,0.096,0.116,0.11,0.098,0.126,0.082,0.098,0.078,0.08,0.102,0.116,0.15,0.084,0.092,0.096,0.606,0.126,0.106,0.118,0.08,0.104,0.654,0.64,0.29,0.09,0.102,1.0,0.108,0.584,0.532,0.596,0.146,0.1,0.41,0.104,0.108,0.108,0.124,0.122,0.068,0.104,0.106,0.1,0.076,0.086,0.09,0.112,0.074,0.09,0.074,0.086,0.086,0.104,0.09,0.076,0.132,0.098,0.078,0.09,0.098,0.102,0.092,0.088,0.088,0.088,0.08,0.12,0.104,0.11,0.596,0.624,0.586,0.126,0.126,0.118,0.084,0.08,0.09,0.08,0.104,0.096,0.084,0.074,0.064
0.118,0.118,0.102,0.054,0.096,0.132,0.122,0.106,0.136,0.114,0.142,0.104,0.114,0.1,0.12,0.094,0.272,0.116,0.116,0.082,0.11,0.116,0.152,0.164,0.112,0.092,0.114,0.114,0.136,0.086,0.622,0.102,0.11,0.096,0.122,0.112,0.108,1.0,0.1,0.082,0.084,0.134,0.17,0.102,0.118,0.116,0.14,0.128,0.14,0.082,0.13,0.078,0.11,0.058,0.076,0.112,0.12,0.056,0.166,0.09,0.106,0.114,0.09,0.132,0.1,0.118,0.096,0.13,0.108,0.128,0.128,0.12,0.118,0.112,0.118,0.112,0.132,0.092,0.094,0.108,0.114,0.09,0.158,0.128,0.142,0.07,0.112,0.132,0.09,0.194,0.1,0.11,0.13,0.102
0.108,0.078,0.098,0.058,0.088,0.078,0.128,0.106,0.106,0.086,0.082,0.09,0.084,0.07,0.114,0.084,0.092,0.062,0.078,0.088,0.114,0.154,0.076,0.094,0.096,0.546,0.138,0.09,0.1,0.064,0.104,0.58,0.546,0.25,0.094,0.098,0.584,0.1,1.0,0.528,0.59,0.158,0.094,0.332,0.098,0.114,0.096,0.106,0.088,0.058,0.1,0.114,0.102,0.086,0.088,0.086,0.092,0.068,0.084,0.066,0.078,0.09,0.09,0.082,0.066,0.106,0.09,0.082,0.076,0.088,0.092,0.084,0.08,0.078,0.08,0.076,0.128,0.086,0.086,0.562,0.612,0.554,0.124,0.104,0.11,0.078,0.09,0.08,0.072,0.072,0.078,0.082,0.076,0.078
0.112,0.078,0.104,0.056,0.096,0.098,0.118,0.092,0.108,0.088,0.09,0.106,0.1,0.086,0.124,0.078,0.086,0.068,0.08,0.108,0.108,0.136,0.08,0.08,0.098,0.49,0.102,0.09,0.108,0.086,0.074,0.558,0.502,0.274,0.092,0.098,0.532,0.082,0.528,1.0,0.558,0.114,0.094,0.36,0.084,0.1,0.096,0.118,0.1,0.064,0.092,0.102,0.094,0.072,0.074,0.084,0.1,0.072,0.086,0.082,0.082,0.084,0.088,0.08,0.064,0.126,0.086,0.074,0.064,0.092,0.092,0.076,0.078,0.072,0.076,0.064,0.106,0.092,0.094,0.458,0.472,0.552,0.114,0.108,0.112,0.084,0.072,0.082,0.066,0.09,0.092,0.08,0.072,0.064
0.11,0.08,0.102,0.058,0.094,0.09,0.138,0.096,0.104,0.088,0.092,0.106,0.098,0.082,0.11,0.082,0.09,0.062,0.08,0.088,0.116,0.142,0.078,0.096,0.086,0.548,0.112,0.09,0.094,0.07,0.096,0.59,0.512,0.278,0.09,0.086,0.596,0.084,0.59,0.558,1.0,0.132,0.082,0.354,0.092,0.102,0.108,0.102,0.104,0.05,0.096,0.098,0.104,0.084,0.082,0.08,0.096,0.066,0.078,0.062,0.08,0.076,0.096,0.074,0.058,0.116,0.096,0.072,0.056,0.08,0.082,0.076,0.07,0.064,0.07,0.064,0.106,0.09,0.084,0.542,0.576,0.542,0.108,0.098,0.108,0.074,0.078,0.078,0.066,0.084,0.084,0.082,0.08,0.068
0.106,0.076,0.08,0.062,0.068,0.124,0.13,0.106,0.126,0.122,0.116,0.09,0.086,0.074,0.106,0.08,0.11,0.102,0.098,0.08,0.09,0.134,0.096,0.108,0.126,0.142,0.722,0.106,0.144,0.08,0.136,0.12,0.138,0.092,0.106,0.134,0.146,0.134,0.158,0.114,0.132,1.0,0.122,0.102,0.096,0.13,0.11,0.138,0.134,0.05,0.14,0.066,0.1,0.076,0.078,0.118,0.076,0.044,0.084,0.076,0.08,0.112,0.112,0.108,0.09,0.124,0.072,0.08,0.096,0.106,0.1,0.092,0.1,0.076,0.098,0.076,0.106,0.066,0.072,0.144,0.156,0.116,0.168,0.124,0.106,0.07,0.098,0.098,0.064,0.084,0.062,0.076,0.094,0.096
0.128,0.094,0.112,0.074,0.088,0.118,0.112,0.128,0.116,0.126,0.14,0.108,0.12,0.1,0.12,0.094,0.16,0.106,0.1,0.086,0.112,0.118,0.134,0.128,0.148,0.094,0.116,0.128,0.156,0.106,0.162,0.11,0.108,0.096,0.1,0.15,0.1,0.17,0.094,0.094,0.082,0.122,1.0,0.108,0.116,0.104,0.118,0.156,0.112,0.066,0.13,0.08,0.104,0.064,0.062,0.106,0.098,0.054,0.108,0.08,0.09,0.106,0.112,0.154,0.102,0.114,0.096,0.11,0.134,0.142,0.14,0.126,0.128,0.12,0.112,0.11,0.11,0.08,0.092,0.106,0.106,0.102,0.122,0.124,0.124,0.08,0.1,0.132,0.068,0.114,0.084,0.076,0.11,0.112
0.128,0.068,0.12,0.062,0.116,0.112,0.112,0.092,0.106,0.1,0.1,0.098,0.11,0.09,0.114,0.078,0.096,0.072,0.092,0.11,0.114,0.136,0.09,0.116,0.104,0.362,0.092,0.104,0.11,0.09,0.084,0.364,0.402,0.516,0.094,0.102,0.41,0.102,0.332,0.36,0.354,0.102,0.108,1.0,0.15,0.092,0.13,0.118,0.106,0.062,0.102,0.084,0.076,0.078,0.074,0.088,0.116,0.072,0.09,0.08,0.092,0.09,0.08,0.088,0.072,0.13,0.09,0.074,0.084,0.104,0.096,0.088,0.09,0.09,0.086,0.08,0.122,0.112,0.12,0.332,0.35,0.352,0.116,0.124,0.12,0.088,0.074,0.082,0.056,0.086,0.098,0.08,0.08,0.082
0.14,0.07,0.14,0.06,0.188,0.078,0.112,0.078,0.102,0.084,0.084,0.076,0.082,0.072,0.144,0.068,0.116,0.1,0.096,0.138,0.148,0.154,0.106,0.118,0.104,0.096,0.102,0.11,0.128,0.082,0.112,0.106,0.104,0.12,0.082,0.108,0.104,0.118,0.098,0.084,0.092,0.096,0.116,0.15,1.0,0.082,0.728,0.122,0.096,0.086,0.108,0.084,0.07,0.07,0.072,0.08,0.18,0.052,0.074,0.068,0.082,0.078,0.072,0.112,0.084,0.078,0.076,0.082,0.078,0.1,0.098,0.074,0.07,0.074,0.08,0.092,0.168,0.188,0.172,0.11,0.11,0.102,0.106,0.108,0.092,0.07,0.08,0.088,0.064,0.086,0.068,0.074,0.102,0.076
0.108,0.076,0.09,0.072,0.082,0.136,0.17,0.144,0.162,0.096,0.088,0.078,0.074,0.076,0.086,0.08,0.09,0.1,0.082,0.08,0.09,0.116,0.1,0.094,0.114,0.108,0.106,0.116,0.118,0.078,0.112,0.102,0.106,0.086,0.114,0.114,0.108,0.116,0.114,0.1,0.102,0.13,0.104,0.092,0.082,1.0,0.09,0.124,0.104,0.044,0.124,0.07,0.096,0.048,0.06,0.102,0.066,0.054,0.096,0.072,0.072,0.092,0.086,0.106,0.08,0.09,0.066,0.078,0.114,0.114,0.128,0.114,0.116,0.114,0.108,0.1,0.104,0.078,0.08,0.12,0.118,0.096,0.106,0.102,0.118,0.078,0.104,0.114,0.062,0.104,0.07,0.084,0.098,0.116
0.156,0.088,0.14,0.066,0.186,0.096,0.12,0.082,0.098,0.092,0.098,0.104,0.1,0.094,0.152,0.084,0.118,0.098,0.1,0.142,0.166,0.162,0.116,0.108,0.118,0.106,0.094,0.1,0.156,0.094,0.126,0.108,0.108,0.114,0.09,0.124,0.108,0.14,0.096,0.096,0.108,0.11,0.118,0.13,0.728,0.09,1.0,0.136,0.1,0.088,0.12,0.1,0.08,0.078,0.08,0.088,0.188,0.05,0.082,0.076,0.1,0.08,0.084,0.112,0.074,0.096,0.082,0.088,0.074,0.098,0.096,0.074,0.074,0.076,0.08,0.084,0.166,0.184,0.18,0.102,0.112,0.104,0.108,0.122,0.084,0.068,0.086,0.1,0.068,0.088,0.088,0.09,0.108,0.068
0.136,0.108,0.13,0.08,0.098,0.138,0.164,0.116,0.122,0.14,0.142,0.116,0.116,0.108,0.118,0.126,0.15,0.158,0.11,0.1,0.122,0.124,0.114,0.13,0.618,0.12,0.118,0.126,0.774,0.128,0.134,0.118,0.132,0.118,0.134,0.618,0.124,0.128,0.106,0.118,0.102,0.138,0.156,0.118,0.122,0.124,0.136,1.0,0.124,0.082,0.122,0.116,0.124,0.09,0.112,0.134,0.12,0.066,0.106,0.094,0.102,0.09,0.106,0.138,0.114,0.13,0.12,0.094,0.16,0.144,0.158,0.15,0.148,0.13,0.134,0.122,0.114,0.096,0.11,0.114,0.116,0.116,0.12,0.154,0.104,0.1,0.096,0.134,0.072,0.166,0.098,0.114,0.118,0.108
0.086,0.054,0.086,0.062,0.076,0.116,0.122,0.102,0.13,0.12,0.132,0.096,0.104,0.09,0.098,0.066,0.098,0.094,0.074,0.066,0.066,0.156,0.132,0.088,0.124,0.102,0.14,0.148,0.12,0.11,0.12,0.11,0.116,0.098,0.124,0.138,0.122,0.14,0.088,0.1,0.104,0.134,0.112,0.106,0.096,0.104,0.1,0.124,1.0,0.056,0.156,0.084,0.104,0.076,0.068,0.084,0.102,0.058,0.068,0.076,0.08,0.084,0.086,0.092,0.066,0.152,0.064,0.06,0.166,0.148,0.146,0.168,0.17,0.2,0.164,0.17,0.096,0.066,0.098,0.116,0.11,0.106,0.228,0.126,0.104,0.08,0.092,0.098,0.052,0.108,0.064,0.082,0.066,0.086
0.114,0.118,0.1,0.092,0.1,0.062,0.06,0.1,0.09,0.072,0.082,0.074,0.098,0.078,0.104,0.092,0.076,0.084,0.09,0.102,0.078,0.09,0.068,0.104,0.082,0.06,0.044,0.082,0.09,0.072,0.058,0.066,0.068,0.074,0.056,0.086,0.068,0.082,0.058,0.064,0.05,0.05,0.066,0.062,0.086,0.044,0.088,0.082,0.056,1.0,0.066,0.102,0.06,0.068,0.072,0.098,0.126,0.082,0.072,0.1,0.076,0.098,0.064,0.062,0.09,0.07,0.098,0.118,0.068,0.058,0.062,0.066,0.064,0.078,0.072,0.062,0.07,0.096,0.11,0.058,0.068,0.074,0.064,0.096,0.068,0.076,0.082,0.088,0.094,0.086,0.114,0.112,0.092,0.072
0.12,0.096,0.102,0.056,0.1,0.142,0.142,0.106,0.168,0.108,0.116,0.112,0.12,0.09,0.106,0.088,0.134,0.104,0.112,0.074,0.074,0.14,0.122,0.12,0.13,0.094,0.138,0.114,0.126,0.1,0.112,0.1,0.1,0.094,0.116,0.128,0.104,0.13,0.1,0.092,0.096,0.14,0.13,0.102,0.108,0.124,0.12,0.122,0.156,0.066,1.0,0.08,0.118,0.108,0.076,0.104,0.096,0.058,0.104,0.096,0.08,0.1,0.106,0.108,0.1,0.16,0.08,0.086,0.112,0.134,0.126,0.13,0.124,0.128,0.122,0.14,0.118,0.094,0.106,0.102,0.112,0.096,0.18,0.156,0.106,0.082,0.09,0.128,0.086,0.116,0.086,0.106,0.112,0.144
0.12,0.116,0.138,0.108,0.078,0.11,0.118,0.124,0.106,0.09,0.08,0.1,0.092,0.092,0.122,0.104,0.088,0.086,0.09,0.1,0.122,0.124,0.088,0.092,0.094,0.124,0.072,0.074,0.104,0.102,0.096,0.094,0.112,0.094,0.094,0.096,0.106,0.078,0.114,0.102,0.098,0.066,0.08,0.084,0.084,0.07,0.1,0.116,0.084,0.102,0.08,1.0,0.096,0.112,0.118,0.082,0.156,0.098,0.084,0.12,0.086,0.1,0.072,0.072,0.096,0.068,0.108,0.098,0.076,0.068,0.074,0.058,0.064,0.086,0.076,0.088,0.122,0.072,0.096,0.092,0.084,0.108,0.072,0.1,0.078,0.096,0.096,0.094,0.094,0.098,0.1,0.104,0.11,0.086
0.104,0.114,0.086,0.078,0.118,0.12,0.134,0.128,0.132,0.104,0.096,0.126,0.11,0.108,0.084,0.108,0.122,0.1,0.116,0.082,0.108,0.098,0.106,0.112,0.128,0.12,0.094,0.138,0.116,0.11,0.124,0.1,0.102,0.092,0.142,0.13,0.1,0.11,0.102,0.094,0.104,0.1,0.104,0.076,0.07,0.096,0.08,0.124,0.104,0.06,0.118,0.096,1.0,0.11,0.1,0.122,0.094,0.066,0.09,0.066,0.076,0.088,0.094,0.114,0.11,0.106,0.124,0.104,0.094,0.104,0.106,0.102,0.108,0.098,0.106,0.1,0.09,0.116,0.094,0.092,0.09,0.084,0.108,0.118,0.084,0.086,0.11,0.136,0.082,0.104,0.086,0.104,0.118,0.114
0.094,0.104,0.092,0.058,0.064,0.078,0.1,0.11,0.112,0.084,0.076,0.078,0.078,0.072,0.104,0.096,0.094,0.068,0.092,0.084,0.078,0.11,0.068,0.092,0.084,0.088,0.076,0.09,0.076,0.076,0.072,0.074,0.08,0.08,0.082,0.086,0.076,0.058,0.086,0.072,0.084,0.076,0.064,0.078,0.07,0.048,0.078,0.09,0.076,0.068,0.108,0.112,0.11,1.0,0.298,0.078,0.1,0.074,0.084,0.07,0.068,0.08,0.078,0.076,0.08,0.122,0.128,0.086,0.082,0.084,0.092,0.078,0.078,0.072,0.078,0.066,0.092,0.066,0.078,0.06,0.068,0.078,0.074,0.128,0.08,0.062,0.1,0.126,0.072,0.072,0.07,0.118,0.096,0.066
