"AF009630.1 Lactococcus phage bIL170, complete genome","AF011378.1 Lactococcus phage SK1, complete genome","DQ054536.1 Lactococcus phage P008, complete genome","DQ227763.1 Lactococcus phage 712, complete genome","EU221285.1 Lactococcus phage bIBB29, complete genome","FJ848881.1 Lactococcus phage SL4, complete genome","FJ848882.1 Lactococcus phage CB13, complete genome","FJ848883.1 Lactococcus phage CB14, complete genome","FJ848884.1 Lactococcus phage CB19, complete genome","JQ740787.1 Lactococcus phage ASCC191, complete genome","JQ740788.1 Lactococcus phage ASCC273, complete genome","JQ740789.1 Lactococcus phage ASCC281, complete genome","JQ740804.1 Lactococcus phage ASCC465, complete genome","JQ740813.1 Lactococcus phage ASCC532, complete genome","KC182542.1 Lactococcus phage 340, complete genome","KC182544.1 Lactococcus phage 936, complete genome","KC182545.1 Lactococcus phage fd13, complete genome","KC182546.1 Lactococcus phage jm2, complete genome","KC182547.1 Lactococcus phage jm3, complete genome","KC182549.1 Lactococcus lactis phage p272, complete genome","KC182550.1 Lactococcus lactis phage P475, complete genome","KC182551.1 Lactococcus phage P680, complete genome","KC182552.1 Lactococcus phage phi7, complete genome","KC522412.1 Lactococcus phage CaseusJM1, complete genome","KM091442.1 Lactococcus phage phi15, complete genome","KM091444.1 Lactococcus phage phi145, complete genome","KP793102.1 Lactococcus phage 936 group phage PhiA.16, complete genome","KP793104.1 Lactococcus phage 936 group phage PhiB1127, complete genome","KP793105.1 Lactococcus phage 936 group phage Phi19.3, complete genome","KP793108.1 Lactococcus phage 936 group phage Phi5.12, complete genome","KP793118.1 Lactococcus phage 936 group phage PhiF0139, complete genome","KP793120.1 Lactococcus phage 936 group phage PhiL.18, complete genome","KP793121.1 Lactococcus phage 936 group phage Phi109, complete genome","KP793122.1 Lactococcus phage 936 group phage PhiL.6, complete genome","KP793123.1 Lactococcus phage 936 group phage Phi4.2, complete genome","KP793124.1 Lactococcus phage 936 group phage Phi44, complete genome","KP793125.1 Lactococcus phage 936 group phage Phi91127, complete genome","KP793129.1 Lactococcus phage 936 group phage PhiJF1, complete genome","KP793130.1 Lactococcus phage 936 group phage Phi155, complete genome","KP793131.1 Lactococcus phage 936 group phage PhiE1127, complete genome","KP793132.1 Lactococcus phage 936 group phage PhiM1127, complete genome","KP793133.1 Lactococcus phage 936 group phage PhiLj, complete genome","KP793134.1 Lactococcus phage 936 group phage PhiS0139, complete genome","KX346249.1 Lactococcus phage 16W23, complete genome","KX379664.1 Lactococcus phage 10W18, complete genome","KX379665.1 Lactococcus phage i0139, complete genome","KX379666.1 Lactococcus phage 3R16S, complete genome","KX379671.1 Lactococcus phage 13W11L, complete genome","KY554761.1 Lactococcus phage R31, complete genome","MF448554.1 Lactococcus phage 05601, complete genome","MF448555.1 Lactococcus phage 16802, complete genome","MF448556.1 Lactococcus phage 30804, complete genome","MF448557.1 Lactococcus phage 37201, complete genome","MF448558.1 Lactococcus phage 38503, complete genome","MF448559.1 Lactococcus phage 38507, complete genome","MF448560.1 Lactococcus phage 51701, complete genome","MF448561.1 Lactococcus phage 56003, complete genome","MF448562.1 Lactococcus phage 56301, complete genome","MF448563.1 Lactococcus phage 57001, complete genome","MF448564.1 Lactococcus phage 62601, complete genome","MF448565.1 Lactococcus phage 62605, complete genome","MF448566.1 Lactococcus phage 63302, complete genome","MF448567.1 Lactococcus phage 66901, complete genome","MF448568.1 Lactococcus phage 79201, complete genome","MF448569.1 Lactococcus phage 88605, complete genome","MF448570.1 Lactococcus phage 96401, complete genome","MF448571.1 Lactococcus phage 96403, complete genome","MF448572.1 Lactococcus phage 96603, complete genome","MF775669.1 Lactococcus phage LP8511, complete genome","MF775676.1 Lactococcus phage LP9207, complete genome","MF775678.1 Lactococcus phage LP9404, complete genome","MF775682.1 Lactococcus phage LP9609, complete genome","MF775685.1 Lactococcus phage LP9903, complete genome","MF775686.1 Lactococcus phage LP9908, complete genome","MF775693.1 Lactococcus phage LP0209, complete genome","MF775698.1 Lactococcus phage LP0903, complete genome","MF775703.1 Lactococcus phage LP1502a, complete genome","MG253647.1 Lactococcus phage vB_Llc_bIBB5g1, complete genome","MG253652.1 Lactococcus phage vB_Llc_bIBBF12, complete genome","MG779474.1 Lactococcus phage MP1, complete genome","MK301438.1 Lactococcus phage 8V08, complete genome","MK301440.1 Lactococcus phage MV10L, complete genome","MN552148.1 Lactococcus phage P1532, complete genome","MN552149.1 Lactococcus phage P656, complete genome","MN552150.1 Lactococcus phage P4565, complete genome","MN689514.1 Lactococcus phage CHPC129, complete genome","MN689517.1 Lactococcus phage CHPC361, complete genome","MN689518.1 Lactococcus phage CHPC362, complete genome","MN689519.1 Lactococcus phage CHPC52, complete genome","MN689520.1 Lactococcus phage CHPC781, complete genome","MN689522.1 Lactococcus phage CHPC958, complete genome","MN689523.1 Lactococcus phage CHPC959, complete genome","MN689524.1 Lactococcus phage CHPC964, complete genome","MN689525.1 Lactococcus phage CHPC965, complete genome"
0.168,0.138,0.114,0.11,0.146,0.178,0.148,0.132,0.162,0.154,0.166,0.14,0.146,0.132,0.136,0.162,0.166,0.142,0.162,0.14,0.126,0.136,0.168,0.152,1.0,0.122,0.138,0.152,0.632,0.16,0.14,0.126,0.132,0.132,0.156,0.888,0.134,0.15,0.126,0.132,0.112,0.152,0.162,0.124,0.146,0.134,0.172,0.658,0.136,0.104,0.126,0.1,0.166,0.116,0.106,0.134,0.126,0.08,0.136,0.146,0.11,0.13,0.144,0.136,0.13,0.16,0.15,0.138,0.196,0.174,0.184,0.194,0.194,0.168,0.176,0.164,0.134,0.154,0.144,0.126,0.126,0.112,0.134,0.146,0.142,0.126,0.154,0.162,0.138,0.19,0.138,0.156,0.15,0.132
0.146,0.116,0.14,0.084,0.162,0.132,0.15,0.136,0.13,0.092,0.11,0.122,0.12,0.114,0.134,0.136,0.116,0.112,0.14,0.13,0.148,0.172,0.12,0.13,0.122,1.0,0.12,0.114,0.12,0.114,0.126,0.612,0.814,0.302,0.102,0.122,0.628,0.112,0.544,0.502,0.56,0.136,0.12,0.452,0.152,0.118,0.162,0.122,0.116,0.092,0.128,0.136,0.132,0.134,0.132,0.12,0.108,0.078,0.128,0.096,0.102,0.094,0.11,0.13,0.106,0.162,0.136,0.114,0.114,0.132,0.128,0.14,0.128,0.11,0.116,0.108,0.144,0.154,0.144,0.6,0.522,0.514,0.134,0.102,0.138,0.096,0.112,0.11,0.11,0.134,0.11,0.11,0.11,0.102
0.094,0.12,0.106,0.086,0.112,0.136,0.156,0.152,0.182,0.122,0.118,0.096,0.104,0.1,0.106,0.126,0.144,0.14,0.134,0.104,0.1,0.134,0.128,0.134,0.138,0.12,1.0,0.152,0.134,0.118,0.16,0.132,0.122,0.128,0.124,0.148,0.124,0.166,0.154,0.116,0.112,0.744,0.132,0.128,0.14,0.146,0.122,0.136,0.164,0.088,0.19,0.08,0.134,0.142,0.112,0.124,0.112,0.078,0.11,0.09,0.088,0.102,0.142,0.136,0.138,0.162,0.13,0.106,0.132,0.15,0.154,0.138,0.134,0.148,0.152,0.154,0.142,0.12,0.114,0.132,0.142,0.134,0.16,0.15,0.142,0.098,0.152,0.138,0.102,0.11,0.088,0.13,0.116,0.158
0.112,0.116,0.118,0.084,0.122,0.144,0.148,0.142,0.166,0.142,0.148,0.106,0.116,0.112,0.126,0.118,0.128,0.16,0.128,0.116,0.116,0.142,0.132,0.126,0.152,0.114,0.152,1.0,0.148,0.172,0.118,0.124,0.122,0.11,0.116,0.154,0.122,0.142,0.116,0.106,0.106,0.138,0.11,0.106,0.14,0.13,0.132,0.146,0.16,0.112,0.148,0.1,0.202,0.144,0.11,0.134,0.126,0.086,0.126,0.11,0.076,0.112,0.142,0.13,0.15,0.164,0.152,0.112,0.184,0.184,0.188,0.166,0.182,0.184,0.192,0.172,0.128,0.118,0.138,0.112,0.124,0.118,0.15,0.17,0.12,0.104,0.17,0.198,0.106,0.122,0.108,0.16,0.11,0.148
0.17,0.138,0.128,0.108,0.156,0.176,0.148,0.128,0.156,0.148,0.17,0.146,0.146,0.14,0.144,0.166,0.162,0.186,0.162,0.152,0.132,0.138,0.168,0.154,0.632,0.12,0.134,0.148,1.0,0.148,0.146,0.124,0.13,0.142,0.132,0.64,0.136,0.156,0.13,0.136,0.126,0.154,0.156,0.13,0.152,0.134,0.182,0.812,0.14,0.1,0.134,0.1,0.154,0.122,0.1,0.126,0.142,0.078,0.148,0.136,0.124,0.116,0.146,0.13,0.114,0.174,0.148,0.126,0.198,0.164,0.18,0.188,0.192,0.166,0.154,0.154,0.142,0.164,0.16,0.122,0.122,0.11,0.126,0.156,0.14,0.142,0.156,0.174,0.144,0.174,0.132,0.164,0.16,0.124
0.174,0.154,0.16,0.116,0.126,0.152,0.136,0.162,0.154,0.168,0.172,0.136,0.13,0.134,0.146,0.176,0.168,0.178,0.154,0.138,0.122,0.148,0.188,0.13,0.16,0.114,0.118,0.172,0.148,1.0,0.126,0.104,0.118,0.12,0.104,0.168,0.118,0.138,0.112,0.114,0.1,0.116,0.132,0.116,0.138,0.126,0.136,0.156,0.144,0.13,0.13,0.118,0.17,0.144,0.12,0.148,0.146,0.08,0.146,0.132,0.116,0.13,0.188,0.132,0.154,0.128,0.162,0.132,0.202,0.188,0.178,0.158,0.152,0.158,0.156,0.166,0.134,0.128,0.142,0.112,0.118,0.112,0.148,0.158,0.144,0.124,0.178,0.186,0.152,0.154,0.146,0.176,0.114,0.144
0.134,0.132,0.132,0.088,0.128,0.13,0.14,0.13,0.154,0.122,0.15,0.122,0.134,0.122,0.134,0.164,0.276,0.144,0.146,0.108,0.132,0.126,0.146,0.214,0.14,0.126,0.16,0.118,0.146,0.126,1.0,0.12,0.116,0.124,0.108,0.144,0.124,0.616,0.148,0.112,0.128,0.166,0.158,0.124,0.13,0.128,0.14,0.144,0.158,0.092,0.162,0.102,0.166,0.136,0.092,0.138,0.14,0.07,0.174,0.108,0.106,0.124,0.158,0.178,0.132,0.144,0.156,0.148,0.124,0.142,0.134,0.136,0.14,0.122,0.124,0.132,0.12,0.128,0.118,0.13,0.134,0.116,0.152,0.124,0.152,0.1,0.128,0.162,0.126,0.218,0.108,0.116,0.136,0.14
0.14,0.102,0.156,0.086,0.184,0.13,0.14,0.124,0.126,0.1,0.128,0.114,0.13,0.102,0.144,0.124,0.126,0.118,0.138,0.132,0.15,0.176,0.128,0.132,0.126,0.612,0.132,0.124,0.124,0.104,0.12,1.0,0.576,0.338,0.104,0.122,0.692,0.122,0.576,0.55,0.622,0.134,0.13,0.42,0.182,0.104,0.178,0.12,0.122,0.096,0.126,0.122,0.126,0.134,0.13,0.124,0.114,0.064,0.12,0.102,0.104,0.08,0.13,0.14,0.12,0.15,0.132,0.118,0.124,0.132,0.126,0.15,0.146,0.128,0.14,0.128,0.146,0.176,0.162,0.608,0.666,0.65,0.138,0.104,0.156,0.11,0.116,0.108,0.122,0.132,0.106,0.1,0.106,0.1
0.144,0.112,0.136,0.088,0.162,0.138,0.138,0.128,0.138,0.09,0.112,0.128,0.122,0.124,0.128,0.124,0.126,0.124,0.132,0.138,0.142,0.164,0.132,0.134,0.132,0.814,0.122,0.122,0.13,0.118,0.116,0.576,1.0,0.34,0.1,0.134,0.636,0.128,0.564,0.504,0.52,0.13,0.122,0.462,0.156,0.128,0.162,0.134,0.122,0.092,0.136,0.126,0.122,0.122,0.118,0.116,0.124,0.076,0.138,0.096,0.106,0.08,0.12,0.132,0.102,0.154,0.126,0.106,0.118,0.132,0.134,0.138,0.136,0.12,0.124,0.112,0.148,0.164,0.156,0.628,0.534,0.506,0.146,0.106,0.146,0.096,0.112,0.116,0.116,0.14,0.112,0.116,0.104,0.108
0.136,0.12,0.156,0.112,0.174,0.148,0.132,0.138,0.128,0.104,0.126,0.118,0.11,0.12,0.134,0.126,0.154,0.14,0.138,0.148,0.16,0.142,0.144,0.14,0.132,0.302,0.128,0.11,0.142,0.12,0.124,0.338,0.34,1.0,0.104,0.14,0.352,0.126,0.306,0.326,0.354,0.132,0.126,0.59,0.166,0.118,0.17,0.136,0.108,0.102,0.128,0.122,0.126,0.122,0.114,0.118,0.136,0.068,0.134,0.112,0.122,0.094,0.136,0.166,0.12,0.142,0.13,0.108,0.134,0.146,0.128,0.148,0.146,0.122,0.126,0.132,0.128,0.172,0.154,0.364,0.326,0.278,0.118,0.122,0.142,0.154,0.126,0.136,0.144,0.14,0.122,0.122,0.1,0.104
0.092,0.132,0.092,0.08,0.092,0.182,0.132,0.154,0.148,0.118,0.124,0.09,0.102,0.114,0.114,0.122,0.112,0.126,0.156,0.1,0.118,0.104,0.132,0.126,0.156,0.102,0.124,0.116,0.132,0.104,0.108,0.104,0.1,0.104,1.0,0.146,0.106,0.122,0.11,0.108,0.1,0.14,0.13,0.1,0.104,0.14,0.114,0.144,0.142,0.074,0.13,0.102,0.164,0.084,0.124,0.14,0.094,0.094,0.118,0.108,0.094,0.118,0.132,0.116,0.108,0.134,0.142,0.118,0.12,0.13,0.132,0.16,0.166,0.158,0.134,0.138,0.106,0.112,0.094,0.096,0.09,0.09,0.114,0.132,0.102,0.084,0.116,0.128,0.12,0.124,0.092,0.11,0.12,0.124
0.162,0.134,0.12,0.118,0.152,0.17,0.152,0.13,0.162,0.15,0.16,0.138,0.146,0.138,0.136,0.164,0.168,0.152,0.166,0.146,0.132,0.14,0.174,0.158,0.888,0.122,0.148,0.154,0.64,0.168,0.144,0.122,0.134,0.14,0.146,1.0,0.128,0.154,0.128,0.134,0.118,0.164,0.158,0.13,0.156,0.144,0.18,0.682,0.154,0.106,0.136,0.106,0.168,0.124,0.112,0.138,0.136,0.08,0.146,0.142,0.116,0.126,0.154,0.142,0.128,0.164,0.152,0.13,0.2,0.18,0.182,0.214,0.204,0.184,0.186,0.19,0.144,0.16,0.146,0.124,0.12,0.11,0.136,0.156,0.142,0.134,0.154,0.168,0.142,0.188,0.132,0.156,0.156,0.136
0.144,0.11,0.142,0.082,0.16,0.138,0.144,0.134,0.128,0.1,0.13,0.12,0.118,0.108,0.148,0.13,0.106,0.124,0.138,0.14,0.142,0.168,0.132,0.134,0.134,0.628,0.124,0.122,0.136,0.118,0.124,0.692,0.636,0.352,0.106,0.128,1.0,0.122,0.628,0.544,0.592,0.138,0.116,0.476,0.168,0.12,0.178,0.13,0.126,0.098,0.138,0.118,0.116,0.134,0.118,0.122,0.116,0.068,0.126,0.098,0.102,0.082,0.122,0.134,0.11,0.16,0.146,0.118,0.12,0.138,0.134,0.156,0.15,0.124,0.146,0.12,0.152,0.158,0.164,0.654,0.654,0.57,0.14,0.106,0.158,0.096,0.118,0.116,0.114,0.118,0.122,0.102,0.104,0.102
0.138,0.136,0.128,0.086,0.146,0.148,0.142,0.136,0.182,0.13,0.166,0.13,0.154,0.13,0.152,0.152,0.288,0.158,0.162,0.104,0.124,0.13,0.164,0.216,0.15,0.112,0.166,0.142,0.156,0.138,0.616,0.122,0.128,0.126,0.122,0.154,0.122,1.0,0.14,0.114,0.114,0.174,0.148,0.122,0.138,0.144,0.144,0.154,0.164,0.118,0.186,0.094,0.166,0.126,0.096,0.154,0.142,0.07,0.2,0.128,0.124,0.118,0.174,0.162,0.136,0.144,0.148,0.154,0.134,0.142,0.138,0.152,0.154,0.148,0.134,0.156,0.124,0.146,0.134,0.13,0.134,0.116,0.164,0.142,0.16,0.114,0.142,0.18,0.128,0.24,0.118,0.138,0.152,0.132
0.138,0.118,0.14,0.08,0.158,0.114,0.152,0.148,0.144,0.096,0.122,0.114,0.114,0.106,0.134,0.134,0.12,0.118,0.14,0.124,0.144,0.184,0.118,0.146,0.126,0.544,0.154,0.116,0.13,0.112,0.148,0.576,0.564,0.306,0.11,0.128,0.628,0.14,1.0,0.518,0.598,0.158,0.13,0.384,0.162,0.124,0.152,0.124,0.112,0.1,0.152,0.136,0.142,0.144,0.128,0.12,0.114,0.078,0.122,0.092,0.098,0.1,0.126,0.148,0.122,0.148,0.132,0.126,0.122,0.138,0.13,0.152,0.144,0.122,0.132,0.122,0.16,0.154,0.144,0.596,0.67,0.538,0.154,0.104,0.152,0.092,0.12,0.116,0.11,0.132,0.106,0.106,0.12,0.114
0.142,0.104,0.134,0.082,0.146,0.112,0.124,0.136,0.136,0.076,0.1,0.104,0.104,0.104,0.154,0.116,0.11,0.112,0.118,0.14,0.126,0.174,0.128,0.12,0.132,0.502,0.116,0.106,0.136,0.114,0.112,0.55,0.504,0.326,0.108,0.134,0.544,0.114,0.518,1.0,0.61,0.128,0.13,0.416,0.144,0.12,0.154,0.132,0.116,0.094,0.128,0.13,0.124,0.132,0.126,0.112,0.104,0.078,0.134,0.114,0.104,0.082,0.114,0.13,0.1,0.144,0.112,0.106,0.118,0.128,0.118,0.13,0.132,0.124,0.118,0.108,0.14,0.142,0.136,0.472,0.494,0.52,0.142,0.12,0.146,0.096,0.114,0.116,0.104,0.13,0.12,0.1,0.106,0.096
0.12,0.104,0.13,0.084,0.146,0.112,0.138,0.136,0.118,0.086,0.106,0.1,0.11,0.092,0.132,0.12,0.102,0.122,0.124,0.116,0.134,0.15,0.124,0.13,0.112,0.56,0.112,0.106,0.126,0.1,0.128,0.622,0.52,0.354,0.1,0.118,0.592,0.114,0.598,0.61,1.0,0.116,0.118,0.43,0.15,0.098,0.154,0.118,0.114,0.078,0.108,0.118,0.13,0.136,0.124,0.102,0.108,0.068,0.124,0.098,0.096,0.082,0.108,0.122,0.094,0.14,0.118,0.104,0.114,0.124,0.118,0.13,0.126,0.116,0.12,0.114,0.128,0.14,0.13,0.568,0.6,0.544,0.12,0.112,0.142,0.1,0.114,0.11,0.098,0.124,0.108,0.104,0.104,0.088
0.104,0.128,0.096,0.074,0.11,0.156,0.158,0.152,0.182,0.116,0.122,0.1,0.112,0.108,0.11,0.134,0.144,0.13,0.136,0.096,0.11,0.124,0.154,0.144,0.152,0.136,0.744,0.138,0.154,0.116,0.166,0.134,0.13,0.132,0.14,0.164,0.138,0.174,0.158,0.128,0.116,1.0,0.142,0.144,0.126,0.17,0.142,0.154,0.154,0.088,0.202,0.08,0.146,0.134,0.116,0.142,0.104,0.072,0.13,0.082,0.106,0.098,0.148,0.136,0.13,0.176,0.144,0.122,0.124,0.144,0.142,0.16,0.154,0.14,0.146,0.136,0.13,0.116,0.102,0.138,0.158,0.128,0.178,0.146,0.136,0.09,0.148,0.146,0.11,0.118,0.098,0.126,0.122,0.15
0.136,0.134,0.11,0.096,0.114,0.156,0.136,0.14,0.138,0.154,0.16,0.11,0.116,0.122,0.126,0.13,0.186,0.15,0.134,0.106,0.114,0.124,0.142,0.146,0.162,0.12,0.132,0.11,0.156,0.132,0.158,0.13,0.122,0.126,0.13,0.158,0.116,0.148,0.13,0.13,0.118,0.142,1.0,0.118,0.118,0.128,0.13,0.158,0.132,0.098,0.174,0.096,0.14,0.1,0.08,0.132,0.096,0.062,0.132,0.102,0.116,0.108,0.164,0.15,0.128,0.146,0.114,0.13,0.166,0.164,0.156,0.174,0.17,0.168,0.154,0.14,0.118,0.118,0.108,0.116,0.12,0.114,0.154,0.13,0.116,0.13,0.126,0.13,0.12,0.134,0.11,0.11,0.12,0.144
0.142,0.104,0.13,0.09,0.158,0.142,0.138,0.144,0.15,0.1,0.118,0.114,0.108,0.116,0.132,0.132,0.126,0.138,0.134,0.136,0.14,0.174,0.136,0.122,0.124,0.452,0.128,0.106,0.13,0.116,0.124,0.42,0.462,0.59,0.1,0.13,0.476,0.122,0.384,0.416,0.43,0.144,0.118,1.0,0.162,0.124,0.166,0.126,0.12,0.086,0.14,0.12,0.118,0.142,0.126,0.12,0.13,0.072,0.134,0.094,0.11,0.092,0.122,0.152,0.1,0.152,0.144,0.112,0.124,0.136,0.122,0.14,0.134,0.11,0.116,0.108,0.148,0.16,0.156,0.4,0.384,0.384,0.13,0.118,0.16,0.122,0.122,0.134,0.108,0.13,0.122,0.1,0.104,0.096
0.166,0.098,0.182,0.106,0.246,0.128,0.112,0.134,0.146,0.118,0.116,0.102,0.092,0.098,0.214,0.114,0.14,0.126,0.112,0.184,0.18,0.236,0.132,0.13,0.146,0.152,0.14,0.14,0.152,0.138,0.13,0.182,0.156,0.166,0.104,0.156,0.168,0.138,0.162,0.144,0.15,0.126,0.118,0.162,1.0,0.112,0.726,0.148,0.13,0.122,0.118,0.118,0.118,0.136,0.12,0.112,0.224,0.082,0.11,0.108,0.082,0.112,0.114,0.126,0.12,0.12,0.098,0.096,0.11,0.152,0.142,0.13,0.128,0.13,0.13,0.146,0.204,0.242,0.234,0.17,0.164,0.158,0.118,0.132,0.146,0.102,0.118,0.124,0.102,0.11,0.106,0.108,0.106,0.098
0.124,0.12,0.096,0.078,0.118,0.164,0.19,0.174,0.188,0.114,0.118,0.102,0.112,0.114,0.108,0.136,0.122,0.124,0.13,0.12,0.112,0.126,0.14,0.142,0.134,0.118,0.146,0.13,0.134,0.126,0.128,0.104,0.128,0.118,0.14,0.144,0.12,0.144,0.124,0.12,0.098,0.17,0.128,0.124,0.112,1.0,0.126,0.134,0.154,0.094,0.152,0.09,0.136,0.116,0.102,0.16,0.104,0.066,0.136,0.102,0.098,0.104,0.126,0.138,0.13,0.148,0.128,0.122,0.114,0.142,0.146,0.168,0.172,0.15,0.134,0.142,0.128,0.124,0.112,0.11,0.116,0.124,0.13,0.126,0.106,0.084,0.128,0.164,0.116,0.122,0.098,0.112,0.114,0.132
0.202,0.126,0.178,0.1,0.26,0.15,0.12,0.134,0.148,0.104,0.126,0.124,0.12,0.12,0.218,0.152,0.146,0.128,0.142,0.204,0.2,0.238,0.154,0.14,0.172,0.162,0.122,0.132,0.182,0.136,0.14,0.178,0.162,0.17,0.114,0.18,0.178,0.144,0.152,0.154,0.154,0.142,0.13,0.166,0.726,0.126,1.0,0.178,0.124,0.124,0.144,0.118,0.138,0.134,0.12,0.122,0.238,0.084,0.138,0.116,0.118,0.112,0.14,0.132,0.104,0.158,0.134,0.12,0.116,0.152,0.146,0.15,0.152,0.122,0.122,0.138,0.206,0.262,0.246,0.158,0.158,0.152,0.134,0.132,0.14,0.106,0.124,0.15,0.12,0.122,0.116,0.116,0.128,0.098
0.166,0.138,0.124,0.102,0.15,0.174,0.14,0.13,0.154,0.15,0.176,0.146,0.146,0.142,0.142,0.164,0.164,0.186,0.158,0.15,0.13,0.14,0.172,0.154,0.658,0.122,0.136,0.146,0.812,0.156,0.144,0.12,0.134,0.136,0.144,0.682,0.13,0.154,0.124,0.132,0.118,0.154,0.158,0.126,0.148,0.134,0.178,1.0,0.136,0.098,0.134,0.108,0.162,0.128,0.104,0.138,0.132,0.072,0.144,0.142,0.128,0.116,0.152,0.136,0.114,0.172,0.148,0.118,0.196,0.168,0.184,0.19,0.192,0.162,0.162,0.164,0.144,0.158,0.154,0.12,0.118,0.108,0.128,0.162,0.144,0.138,0.148,0.172,0.136,0.18,0.134,0.16,0.162,0.126
0.12,0.11,0.112,0.094,0.128,0.178,0.144,0.154,0.208,0.166,0.164,0.142,0.152,0.124,0.126,0.12,0.156,0.168,0.148,0.126,0.114,0.162,0.168,0.128,0.136,0.116,0.164,0.16,0.14,0.144,0.158,0.122,0.122,0.108,0.142,0.154,0.126,0.164,0.112,0.116,0.114,0.154,0.132,0.12,0.13,0.154,0.124,0.136,1.0,0.108,0.156,0.098,0.158,0.138,0.108,0.128,0.13,0.084,0.132,0.132,0.12,0.116,0.138,0.146,0.12,0.184,0.148,0.128,0.18,0.196,0.182,0.188,0.2,0.22,0.204,0.204,0.124,0.132,0.154,0.102,0.114,0.124,0.216,0.162,0.156,0.116,0.16,0.142,0.118,0.16,0.114,0.156,0.108,0.134
0.126,0.138,0.138,0.12,0.126,0.104,0.1,0.128,0.126,0.104,0.094,0.084,0.1,0.094,0.152,0.128,0.118,0.122,0.104,0.13,0.092,0.126,0.096,0.122,0.104,0.092,0.088,0.112,0.1,0.13,0.092,0.096,0.092,0.102,0.074,0.106,0.098,0.118,0.1,0.094,0.078,0.088,0.098,0.086,0.122,0.094,0.124,0.098,0.108,1.0,0.092,0.126,0.116,0.118,0.102,0.126,0.122,0.098,0.13,0.128,0.09,0.118,0.102,0.098,0.11,0.102,0.128,0.134,0.116,0.11,0.11,0.112,0.102,0.112,0.106,0.118,0.11,0.128,0.136,0.088,0.092,0.108,0.088,0.114,0.108,0.1,0.11,0.122,0.124,0.116,0.13,0.136,0.098,0.098
0.114,0.118,0.12,0.08,0.134,0.17,0.16,0.146,0.202,0.132,0.152,0.146,0.142,0.14,0.13,0.116,0.166,0.146,0.142,0.098,0.126,0.172,0.15,0.142,0.126,0.128,0.19,0.148,0.134,0.13,0.162,0.126,0.136,0.128,0.13,0.136,0.138,0.186,0.152,0.128,0.108,0.202,0.174,0.14,0.118,0.152,0.144,0.134,0.156,0.092,1.0,0.088,0.172,0.148,0.12,0.156,0.12,0.078,0.134,0.104,0.114,0.102,0.166,0.182,0.124,0.184,0.144,0.14,0.144,0.158,0.148,0.168,0.162,0.158,0.156,0.166,0.14,0.128,0.124,0.124,0.13,0.114,0.182,0.156,0.146,0.108,0.138,0.198,0.13,0.142,0.112,0.13,0.156,0.176
0.122,0.116,0.122,0.094,0.126,0.104,0.116,0.146,0.114,0.078,0.088,0.092,0.096,0.094,0.15,0.14,0.086,0.102,0.126,0.14,0.158,0.136,0.094,0.102,0.1,0.136,0.08,0.1,0.1,0.118,0.102,0.122,0.126,0.122,0.102,0.106,0.118,0.094,0.136,0.13,0.118,0.08,0.096,0.12,0.118,0.09,0.118,0.108,0.098,0.126,0.088,1.0,0.13,0.146,0.148,0.104,0.17,0.11,0.106,0.122,0.108,0.108,0.1,0.104,0.116,0.1,0.126,0.112,0.112,0.1,0.106,0.086,0.088,0.088,0.086,0.094,0.128,0.114,0.146,0.11,0.118,0.134,0.082,0.106,0.092,0.102,0.122,0.098,0.112,0.132,0.102,0.124,0.094,0.08
0.168,0.168,0.122,0.102,0.138,0.154,0.154,0.182,0.172,0.158,0.158,0.144,0.16,0.144,0.12,0.16,0.176,0.152,0.164,0.14,0.14,0.126,0.152,0.152,0.166,0.132,0.134,0.202,0.154,0.17,0.166,0.126,0.122,0.126,0.164,0.168,0.116,0.166,0.142,0.124,0.13,0.146,0.14,0.118,0.118,0.136,0.138,0.162,0.158,0.116,0.172,0.13,1.0,0.174,0.134,0.164,0.136,0.088,0.15,0.12,0.114,0.118,0.17,0.16,0.142,0.186,0.194,0.158,0.15,0.142,0.14,0.152,0.16,0.148,0.148,0.156,0.132,0.138,0.13,0.12,0.128,0.108,0.132,0.134,0.132,0.126,0.154,0.202,0.132,0.172,0.136,0.168,0.164,0.172
0.132,0.134,0.128,0.082,0.154,0.128,0.148,0.164,0.158,0.12,0.124,0.128,0.134,0.122,0.13,0.134,0.116,0.122,0.13,0.136,0.14,0.136,0.122,0.138,0.116,0.134,0.142,0.144,0.122,0.144,0.136,0.134,0.122,0.122,0.084,0.124,0.134,0.126,0.144,0.132,0.136,0.134,0.1,0.142,0.136,0.116,0.134,0.128,0.138,0.118,0.148,0.146,0.174,1.0,0.366,0.136,0.154,0.09,0.126,0.124,0.086,0.104,0.142,0.124,0.12,0.168,0.188,0.13,0.126,0.118,0.118,0.126,0.114,0.108,0.122,0.12,0.132,0.152,0.164,0.116,0.128,0.138,0.1,0.182,0.152,0.096,0.136,0.202,0.104,0.152,0.106,0.144,0.112,0.114
